Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,31.768667221069336,34.57921595595695,26.258097754841593,28.358114831039718,855215656
1,2007-10-08,30.1423397064209,32.84236040618467,29.95286374301272,32.84236040618467,126671715
2,2007-10-09,32.194984436035156,32.479196219592744,28.531798439068737,30.158125468004485,116725709
3,2007-10-10,32.49498748779297,33.15815119704603,32.21077569331334,33.031833178254736,67931378
4,2007-10-11,36.126609802246094,37.895045726350766,32.21079015235899,37.895045726350766,106320954
5,2007-10-12,35.88975524902344,37.2318707531313,35.05290761486709,35.36869949818658,99410791
6,2007-10-15,36.36344528198242,36.85292530076968,36.04765337948812,36.63186925574294,41814972
7,2007-10-16,40.073978424072266,40.705566170066284,36.15816181138605,36.410793483224076,138614496
8,2007-10-17,43.2003288269043,44.21086000413223,33.505516835321416,36.00027330855352,204876259
9,2007-10-18,41.68452835083008,47.1950972628852,39.90030544397003,43.895071066670994,146617799
10,2007-10-19,41.54242706298828,43.23191423819678,39.47398797220372,40.73715531318938,110266491
11,2007-10-22,40.989784240722656,42.268739238327264,39.63187701480157,40.70557249494387,72253405
12,2007-10-23,43.91086959838867,44.30560942634683,42.000326261150434,42.000326261150434,74594921
13,2007-10-24,43.23191833496094,45.31614550173401,42.74243837402412,44.84245342077526,63055170
14,2007-10-25,43.13718032836914,44.14771605992971,38.100298117724364,41.76348479062952,34522489
15,2007-10-26,44.43192672729492,45.14245844020982,42.71085930939828,43.89507883092311,62370025
16,2007-10-29,45.3319206237793,46.421403965284576,44.93718090340783,45.15823686009588,43657697
17,2007-10-30,46.34245681762695,47.58983178551745,44.589809859137546,45.947717090471706,79921711
18,2007-10-31,47.30561828613281,48.34773369713681,46.42140304334155,46.57929892835428,44655368
19,2007-11-01,46.24772644042969,48.83722130849418,45.86877879257705,48.474061539768336,50632492
20,2007-11-02,47.0845947265625,47.368810941677275,44.21088678566976,44.574050997604644,32001693
21,2007-11-05,48.047760009765625,49.10566396109085,46.76879996716552,47.05301616543401,38833135
22,2007-11-06,48.679317474365234,51.758287493461516,48.01615384438135,48.884581285664915,81880281
23,2007-11-07,47.968814849853516,50.27409464319025,46.895122949987126,49.57935484125457,33593141
24,2007-11-08,47.14773178100586,48.426691273973724,46.10562044587726,46.73720411157965,27990521
25,2007-11-12,48.28458786010742,49.137227603742986,44.47929333989834,45.72667291240199,35153735
26,2007-11-13,49.437232971191406,50.43197659733503,47.54248157541242,49.10565319021079,43830531
27,2007-11-14,48.78984451293945,51.000387047848,48.537208510458306,50.3056433950252,36738579
28,2007-11-15,49.61090087890625,50.47932824825592,48.67931344214206,49.70563669682803,29242252
29,2007-11-16,49.26353454589844,50.38459374301475,48.69510672563626,49.389850411556544,18895294
30,2007-11-19,51.04774856567383,52.895131166516556,50.00563750017267,50.38458503162774,40716718
31,2007-11-20,50.258270263671875,52.26354878301384,49.642474622475575,50.84248587243762,26342171
32,2007-11-21,46.34245681762695,50.85827758300296,45.22139342258594,50.55827796028507,26814499
33,2007-11-22,44.747718811035156,47.716165852237836,42.80559964320252,45.85299036967829,34096185
34,2007-11-23,47.71615219116211,48.00036393966059,45.03191774832041,47.684572156173346,27664090
35,2007-11-26,48.09510803222656,49.484591261876446,47.716160396795274,49.484591261876446,20159123
36,2007-11-27,46.91089630126953,48.916175655367965,46.42142058603678,48.916175655367965,20573198
37,2007-11-28,46.21615219116211,48.158275727213855,45.90036030344008,47.93721969252779,16435311
38,2007-11-29,44.968780517578125,47.62143173682781,44.38456462041433,47.36879991907144,25530967
39,2007-11-30,46.70560836791992,46.98982006528589,45.15822976386128,45.789813217207616,18437721
40,2007-12-03,47.36878967285156,47.95300544364517,46.91088978361309,47.27404954928445,16851227
41,2007-12-04,46.752994537353516,48.079322020875956,46.40562264564991,47.68458220830393,14008727
42,2007-12-05,48.61616134643555,48.78984941870553,46.737202572756196,46.83193840621203,27725290
43,2007-12-06,47.71615219116211,50.41617022669791,47.10035650008192,49.67405867886286,24104710
44,2007-12-07,47.51091003417969,48.69512986853895,46.65827432336253,48.01617802014681,11742386
45,2007-12-10,47.558265686035156,48.142477174232724,46.94246987341481,47.96879337231469,8330010
46,2007-12-11,47.33720016479492,48.25299547692287,47.10035632804458,47.98457160529912,11685950
47,2007-12-12,47.30561828613281,47.73193803230718,46.42140304334155,46.737194813367005,16342131
48,2007-12-13,46.516151428222656,48.000374861611256,46.342467621064934,47.368791150926945,14620172
49,2007-12-14,46.05825424194336,46.784578122001136,45.82141033646393,46.35825823549788,10991851
50,2007-12-17,43.27927017211914,46.579295649894526,42.63189451921216,46.32665968173581,19355678
51,2007-12-18,43.08980941772461,44.52666066214358,41.74769401767568,42.789805438550836,21607783
52,2007-12-19,42.30031967163086,44.858233974144724,41.937159977313506,44.47928212073519,19526912
53,2007-12-20,41.874000549316406,43.20032777338353,41.684524619706785,42.852955949632594,17105204
54,2007-12-24,43.15296173095703,43.83191324853349,42.158214128218944,42.50558596701634,16711519
55,2007-12-26,44.463497161865234,45.0003449422152,43.38980588436577,43.38980588436577,20930094
56,2007-12-27,44.779293060302734,46.01088035248854,44.40034114738363,45.37929668642394,44565277
57,2007-12-28,45.12665939331055,45.31613532650911,44.21085976338419,44.68454745478044,18354518
58,2007-12-31,45.4582405090332,45.72666439933047,44.90560485150374,45.474032669168615,11982308
59,2008-01-01,46.29508972167969,46.72140953059241,45.26876631806049,45.69508612697321,16687746
60,2008-01-02,46.0424690246582,46.64247276327051,45.363517312986346,46.29510082516812,13437280
61,2008-01-03,47.937225341796875,48.12670135339963,45.205626047730256,45.75826191637041,31815218
62,2008-01-04,47.6845817565918,49.263540991922554,47.36878990952565,48.63195729779025,28011310
63,2008-01-07,47.289859771728516,48.37933948482071,46.784591769342455,47.38459564827474,15858063
64,2008-01-08,45.679290771484375,48.000361099414754,45.1266551830819,47.3371975366918,13282666
65,2008-01-09,44.95298767089844,45.93194344547593,44.84245964610387,45.72667956125853,13113527
66,2008-01-10,43.87928771972656,46.42141467534245,43.57928374974917,45.15824727872369,18023003
67,2008-01-11,44.54246139526367,44.96878134335793,42.789813671587694,44.47930129806377,11629440
68,2008-01-14,45.22139358520508,45.69508125949479,43.91085854297691,44.62139005441148,10264240
69,2008-01-15,43.84770202636719,46.137192637631955,43.48454230328943,45.94772097912219,11558334
70,2008-01-16,42.94770431518555,43.89507995670281,41.858224897361595,43.53192015076149,14834065
71,2008-01-17,44.100345611572266,45.079301242417216,42.1898022726391,43.105597817674216,16169395
72,2008-01-18,42.047698974609375,43.78455423859023,41.68453490194324,43.73718203210243,13254156
73,2008-01-21,34.89501190185547,41.68453743771271,30.394975393465582,41.68453743771271,33202389
74,2008-01-22,31.389719009399414,33.158154305455845,24.931773673608046,31.452876953915574,58755707
75,2008-01-23,34.89501190185547,36.23712741475748,31.894988990662736,31.894988990662736,28425991
76,2008-01-24,34.973960876464844,37.452928104518115,33.316053430615426,36.773976388096315,29911930
77,2008-01-25,36.77397155761719,36.94765536346824,35.289748135394774,36.631863510501866,12550722
78,2008-01-28,37.16872024536133,37.45293212422734,33.31605700632644,36.26871239295048,13601109
79,2008-01-29,36.552913665771484,37.800293134062734,36.00027795152615,37.26344529837262,7679877
80,2008-01-30,34.53184509277344,36.78975575911988,34.0739452384679,36.63185984842151,9016102
81,2008-01-31,32.2739372253418,34.98974816173187,31.89498740997591,34.895010172490224,41538563
82,2008-02-01,33.39500427246094,33.63184821363865,32.52657648814268,32.826578385314235,9089201
83,2008-02-04,35.11606979370117,35.526599719793886,34.02658809331743,34.02658809331743,12009385
84,2008-02-05,36.20553970336914,36.67922743115293,34.421316785356986,35.17921629317092,14593303
85,2008-02-06,35.88975524902344,36.31607514814507,33.884478074905104,35.210803556526834,12429218
86,2008-02-07,34.20027160644531,36.61608091522551,33.97921770578852,35.40028124921186,11300078
87,2008-02-08,33.31604766845703,34.70553090706843,32.70025186750833,34.4213191078617,13514197
88,2008-02-11,30.963396072387695,33.78973469043534,30.63181421948597,33.78973469043534,15133331
89,2008-02-12,30.410762786865234,32.10025008426899,30.158128872075803,31.894986233152917,10237627
90,2008-02-13,29.968647003173828,31.342339932400847,29.352853473409986,30.947600215680435,10395753
91,2008-02-14,32.58972930908203,32.92131120280478,30.63181799056702,30.63181799056702,12514003
92,2008-02-15,33.521305084228516,33.789728953287735,31.594974373756582,32.463401766877524,12080990
93,2008-02-18,33.33183288574219,34.27921047118772,33.04762110922874,34.27921047118772,6977153
94,2008-02-19,32.96867752075195,34.01079107528152,32.71604360729015,33.93184311117474,7226542
95,2008-02-20,32.14762496948242,32.66868293314632,31.784465110662996,32.65289290850177,5604999
96,2008-02-21,32.36868667602539,32.92132264375061,31.97394669907881,32.668688630184505,3874365
97,2008-02-22,31.95815086364746,32.16341475771471,30.963405017565044,31.294986966259184,2691220
98,2008-02-25,32.2265739440918,32.62131386436334,31.452884128679813,32.33710197840828,6270186
99,2008-02-26,32.352882385253906,32.81078012831887,32.19498646408665,32.52656832685799,7139423
100,2008-02-27,34.24762725830078,35.93711202491452,32.82656422426674,32.82656422426674,43223132
101,2008-02-28,35.21078872680664,35.47921257121651,34.10551760069521,34.57920522617154,35763847
102,2008-02-29,34.70552444458008,35.68447982240247,34.13710095201232,34.989738332464036,16477462
103,2008-03-03,33.25288391113281,34.35815736995092,32.87393417354959,33.189725978468985,10049153
104,2008-03-04,32.40025329589844,33.6002628358651,31.579195714995446,33.47394694391101,11485198
105,2008-03-05,33.0002555847168,33.158151503464715,31.61077021477484,32.55814572726235,8581053
106,2008-03-07,31.310766220092773,32.52656556654406,30.00022890066081,32.52656556654406,14251925
107,2008-03-10,31.199676513671875,31.421850739722856,29.40641050399391,31.35837269691611,11713659
108,2008-03-11,33.77055358886719,34.08794593698777,30.215759720407522,30.94576039912118,19665129
109,2008-03-12,32.913597106933594,34.913169478060176,32.59620473540413,34.690995248480505,12262350
110,2008-03-13,28.39075469970703,32.37403169119461,27.6131437914787,32.05663930804387,47000084
111,2008-03-14,30.342714309692383,30.46967038172877,28.59705648069229,29.184231004428707,35798540
112,2008-03-17,29.152494430541992,29.77140907755551,28.533579783528477,29.77140907755551,19211273
113,2008-03-18,29.40641975402832,29.977726623907852,28.62880648956304,29.104895189053412,12632937
114,2008-03-19,29.580982208251953,32.94534062393099,29.390545892148076,30.787071702059354,16449023
115,2008-03-24,29.866628646850586,30.691849650809218,29.215973872858747,30.691849650809218,11636914
116,2008-03-25,30.993377685546875,31.183811846833922,30.08880842395429,30.644245161171288,13232423
117,2008-03-26,30.80294418334961,31.548817302388485,30.46968168010979,30.787074130346703,11448313
118,2008-03-27,31.35837745666504,31.659901972559947,30.34272216023107,30.34272216023107,17425122
119,2008-03-28,31.421850204467773,31.65989662773387,30.596631357127773,31.501198294738238,11599511
120,2008-03-31,31.199676513671875,31.564679026606463,30.787066006745913,31.421850739722856,9914705
121,2008-04-01,31.263151168823242,31.7075017252304,30.866410753703196,31.421847334871263,6034588
122,2008-04-02,31.770994186401367,32.69143365886719,31.421861601594415,31.421861601594415,6087024
123,2008-04-03,31.517074584960938,31.993163220868862,31.26316021531902,31.85033706058751,3883474
124,2008-04-04,31.35837745666504,31.723380025001745,30.755332729785355,31.723380025001745,5906537
125,2008-04-07,31.231422424316406,31.548814849880205,30.866419843444948,31.405988688867524,4088729
126,2008-04-08,30.43794059753418,31.247291692927956,30.21576633569895,31.1838114874421,5753811
127,2008-04-09,30.517288208007812,30.787070467135866,30.168155693306744,30.53315825912242,3776374
128,2008-04-10,31.120332717895508,31.342506974615386,30.358591794154478,30.469677846286896,7075297
129,2008-04-11,31.263151168823242,31.580543500919283,30.945758836727205,31.421847334871263,4012660
130,2008-04-15,31.739248275756836,31.897944474086522,30.533156737960237,31.07272338179018,6362785
131,2008-04-16,31.31077003479004,32.27881734791819,31.18381177510227,32.056643084033475,4725794
132,2008-04-17,32.51686477661133,33.262735744812225,31.43772915199264,31.78686170899243,14831167
133,2008-04-21,33.040550231933594,33.61185687995053,32.691419946029335,33.008812289099346,7639361
134,2008-04-22,33.58012390136719,33.96099651573399,32.69142687439142,33.00881928472706,8814769
135,2008-04-23,33.61186981201172,34.008610393493925,33.16752122173382,33.643609919512464,5265604
